,Name,Company,City,Ratings,Summary,Date
7368,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7369,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7370,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7371,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7372,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7373,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7374,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Provide engineering and physical insight into mechanical and marine systems for a data science team.
Apply engineering principles to identify trends and events…",30+ days ago
7375,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7376,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7377,Data Scientist,eBay Inc.,"Austin, TX",3.9,Decision Science contains both data scientists and software engineers responsible for creating and implementing state of the art machine learning algorithms for…,1 day ago
7378,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7379,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7380,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7381,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7382,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7383,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7384,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7385,Entry Level Field Biologist/Wetland Scientist,Tetra Tech,"Collinsville, IL 62234",3.8,"Tetra Tech, Inc. is currently seeking applicants for full-time entry level field biologists/wetland scientists in our Collinsville, Illinois office.",30+ days ago
7386,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7387,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Comfortable with Python for data analysis.
Apply engineering principles to identify trends and events in complex ship data.",30+ days ago
7388,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7389,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7390,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7391,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7392,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7393,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7394,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Provide engineering and physical insight into mechanical and marine systems for a data science team.
Apply engineering principles to identify trends and events…",30+ days ago
7395,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7396,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7397,Data Scientist,eBay Inc.,"Austin, TX",3.9,Decision Science contains both data scientists and software engineers responsible for creating and implementing state of the art machine learning algorithms for…,1 day ago
7398,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7399,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7400,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7401,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7402,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7403,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7404,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7405,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7406,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
7407,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7408,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
